ema-5-3-aload   51.864444444444445      34.44444444444444       42.52777777777778
ema-5-3-arun	30.441111111111113	10.777777777777779	15.533333333333333
ema-5-3-bload	71.54444444444445	31.222222222222225	57.76111111111111
ema-5-3-brun	37.46333333333333	5.111111111111112	4.4944444444444445
ema-5-3-cload	58.08555555555556	35.44444444444444	67.69
ema-5-3-crun	32.37222222222222	11.555555555555555	14.097777777777777
ema-5-3-dload	81.79666666666667	19.0	32.83777777777778
ema-5-3-drun	46.96222222222222	5.555555555555555	6.2155555555555555
ema-5-3-eload	57.154444444444444	42.44444444444444	70.02
ema-5-3-erun	23.216666666666665	48.77777777777778	54.30555555555556
ema-5-3-fload	49.52111111111111	41.66666666666667	78.22
ema-5-3-frun	33.053333333333335	12.88888888888889	12.113333333333333
